sp_corrmatrix,subj,cond
-0.165008513926191,C4,CONTROL
0.0305573305012768,C4,CONTROL
-0.461376013732408,C4,CONTROL
-0.26187115464811,C4,CONTROL
0.304880828200911,C4,CONTROL
-0.139014702568052,C4,CONTROL
-0.745033560063264,C4,CONTROL
0.827982616708698,C4,CONTROL
-0.0276030347829102,C4,CONTROL
-0.704687130457901,C4,CONTROL
0.216553093588903,C4,CONTROL
0.266419025363462,C4,CONTROL
-0.205019488124917,C4,CONTROL
0.263934670558231,C4,CONTROL
0.158970509951924,C4,CONTROL
-0.489943433148755,C4,CONTROL
-0.664396838668171,C4,CONTROL
-0.0097980490168903,C4,CONTROL
0.783465635595263,C4,CONTROL
-0.182997350132739,C4,CONTROL
0.264017771876484,C4,CONTROL
-0.500140349472562,C4,CONTROL
0.357969313041014,C4,CONTROL
0.379272736705293,C4,CONTROL
0.0608495492068653,C4,CONTROL
0.041077197735773,C4,CONTROL
0.47273357600629,C5,CONTROL
-0.38702309999714,C5,CONTROL
-0.0570526706779347,C5,CONTROL
0.757411535775704,C5,CONTROL
0.139903057208779,C5,CONTROL
-0.628885530378424,C5,CONTROL
0.50408511995852,C5,CONTROL
-0.256708800176784,C5,CONTROL
-0.676889982585332,C5,CONTROL
-0.35061358082684,C5,CONTROL
0.331230952162365,C5,CONTROL
-0.0664244266036866,C5,CONTROL
0.108621838835248,C5,CONTROL
0.218303477030469,C5,CONTROL
-0.13965852860255,C5,CONTROL
-0.0971910005614111,C5,CONTROL
-0.368700154800957,C5,CONTROL
-0.357437734413401,C5,CONTROL
-0.397919542542721,C5,CONTROL
0.157946973227875,C5,CONTROL
-0.565387260765822,C5,CONTROL
-0.109725022081778,C5,CONTROL
0.732673647093614,C5,CONTROL
-0.609930358501785,C5,CONTROL
-0.262845218968313,C5,CONTROL
0.429299062020723,C5,CONTROL
-0.0378027921774566,C5,CONTROL
-0.0709654970777578,C5,CONTROL
-0.375986092429825,C5,CONTROL
0.122648330813132,C5,CONTROL
-0.224720545647138,C5,CONTROL
-0.317404772260318,C5,CONTROL
0.0074013749333699,C5,CONTROL
0.202107367362519,C5,CONTROL
0.125360838224569,C5,CONTROL
-0.692732304013052,C5,CONTROL
0.728448586723745,C5,CONTROL
-0.0663233687803358,C5,CONTROL
-0.656697682747092,C5,CONTROL
-0.167963414673396,C5,CONTROL
-0.172107354143312,C5,CONTROL
0.116980927102494,C5,CONTROL
0.285042838792936,C5,CONTROL
-0.173273749491747,C5,CONTROL
-0.371003415924907,C5,CONTROL
-0.610007360223477,C5,CONTROL
-0.0163175353325802,C5,CONTROL
0.771489580819071,C5,CONTROL
0.157728449094194,C5,CONTROL
0.246554095596413,C5,CONTROL
-0.475289470320585,C5,CONTROL
-0.0762990840174392,C5,CONTROL
0.376113040477708,C5,CONTROL
0.136910635061143,C5,CONTROL
0.330267838005931,C5,CONTROL
0.370257328332449,C6,CONTROL
-0.329929430452165,C6,CONTROL
0.31922175473036,C6,CONTROL
0.633320459716467,C6,CONTROL
0.0958781020896707,C6,CONTROL
-0.586423796812149,C6,CONTROL
0.315400182485972,C6,CONTROL
-0.345028025335799,C6,CONTROL
-0.626838018302957,C6,CONTROL
-0.379590889850945,C6,CONTROL
0.448542492518336,C6,CONTROL
0.592704648469614,C6,CONTROL
-0.120166463956438,C6,CONTROL
0.0194644373720595,C6,CONTROL
0.0050685322393001,C6,CONTROL
-0.357861822781344,C6,CONTROL
-0.534741564801327,C6,CONTROL
-0.321540924886708,C6,CONTROL
-0.375216368492637,C6,CONTROL
0.400915988196251,C6,CONTROL
-0.552643081835446,C6,CONTROL
-0.213851358333678,C6,CONTROL
0.594571016844363,C6,CONTROL
-0.625276950476441,C6,CONTROL
-0.331296659542144,C6,CONTROL
0.290901281158693,C6,CONTROL
-0.0787736674403591,C6,CONTROL
-0.119280628944269,C6,CONTROL
-0.418826390625591,C6,CONTROL
-0.15997117268342,C6,CONTROL
-0.380740215577805,C6,CONTROL
-0.516988284838686,C6,CONTROL
-0.226472613338296,C6,CONTROL
-0.0580609753378377,C6,CONTROL
0.170710840702955,C6,CONTROL
-0.503880839023226,C6,CONTROL
0.708393316785106,C6,CONTROL
-0.00101303052070423,C6,CONTROL
-0.497274049797071,C6,CONTROL
-0.241740848086057,C6,CONTROL
0.1466579025832,C6,CONTROL
0.230177968613753,C6,CONTROL
0.218507789623615,C6,CONTROL
-0.173945863821788,C6,CONTROL
-0.285237609901559,C6,CONTROL
-0.542906964679758,C6,CONTROL
0.0439688475752546,C6,CONTROL
0.623408553048708,C6,CONTROL
-0.0285860217300866,C6,CONTROL
0.421122711010605,C6,CONTROL
-0.329255046245452,C6,CONTROL
-0.003780827574077,C6,CONTROL
0.434817012258209,C6,CONTROL
0.479233035789783,C6,CONTROL
0.401015798768269,C6,CONTROL
0.482328174500797,C7,CONTROL
-0.343501635801977,C7,CONTROL
0.156516147572196,C7,CONTROL
0.653552924094156,C7,CONTROL
0.135367934092705,C7,CONTROL
-0.549763659430359,C7,CONTROL
0.287205177583107,C7,CONTROL
-0.397913424420985,C7,CONTROL
-0.620731229287203,C7,CONTROL
-0.212231841566575,C7,CONTROL
0.400314066327801,C7,CONTROL
0.486419981904445,C7,CONTROL
0.0896730833586397,C7,CONTROL
0.159604392994351,C7,CONTROL
-0.0577382195845005,C7,CONTROL
-0.29011212008966,C7,CONTROL
-0.614152050694751,C7,CONTROL
-0.448167317928039,C7,CONTROL
-0.423898818451095,C7,CONTROL
0.322171636399377,C7,CONTROL
-0.589419172048519,C7,CONTROL
-0.106583120010395,C7,CONTROL
0.706377755241375,C7,CONTROL
-0.617056271119034,C7,CONTROL
-0.283186046186017,C7,CONTROL
0.289188419341288,C7,CONTROL
-0.218314540484972,C7,CONTROL
-0.195944939581716,C7,CONTROL
-0.415099703002121,C7,CONTROL
-0.117110127348077,C7,CONTROL
-0.285619918789748,C7,CONTROL
-0.42956270390143,C7,CONTROL
-0.167129095893919,C7,CONTROL
-0.00272510550140407,C7,CONTROL
0.389451414206352,C7,CONTROL
-0.588808872486912,C7,CONTROL
0.658945219066211,C7,CONTROL
-0.0705089835001575,C7,CONTROL
-0.583846953192801,C7,CONTROL
-0.127701396156512,C7,CONTROL
0.147047713950803,C7,CONTROL
0.11022280386361,C7,CONTROL
0.0392730136176841,C7,CONTROL
-0.216602425879903,C7,CONTROL
-0.403222404160956,C7,CONTROL
-0.519276079338634,C7,CONTROL
0.124325395639838,C7,CONTROL
0.638788736077015,C7,CONTROL
-0.134394491732017,C7,CONTROL
0.351451681342498,C7,CONTROL
-0.300435641874928,C7,CONTROL
0.12275522226671,C7,CONTROL
0.604823466843278,C7,CONTROL
0.4063961633986,C7,CONTROL
0.287324799231425,C7,CONTROL
0.504939015233441,C8,CONTROL
-0.145538041224111,C8,CONTROL
0.547532311633615,C8,CONTROL
0.68217859410419,C8,CONTROL
-0.018948425387129,C8,CONTROL
-0.589316759449602,C8,CONTROL
0.0960457672567276,C8,CONTROL
-0.485933608556216,C8,CONTROL
-0.672276809082492,C8,CONTROL
-0.324251159026279,C8,CONTROL
0.587651658270771,C8,CONTROL
0.326372865345311,C8,CONTROL
0.0406109852147244,C8,CONTROL
0.361876885856245,C8,CONTROL
-0.0838450691293578,C8,CONTROL
-0.458606300250945,C8,CONTROL
-0.583791876959366,C8,CONTROL
-0.445180370355794,C8,CONTROL
-0.612352849621764,C8,CONTROL
0.11970783271587,C8,CONTROL
-0.479426235664391,C8,CONTROL
0.195984957179002,C8,CONTROL
0.558769002246698,C8,CONTROL
-0.610528163019453,C8,CONTROL
-0.363422728701792,C8,CONTROL
0.0900811801766759,C8,CONTROL
-0.381697498014986,C8,CONTROL
0.22560120734882,C8,CONTROL
-0.445989224131681,C8,CONTROL
-0.274898284782233,C8,CONTROL
-0.0533824071116547,C8,CONTROL
-0.495770512408958,C8,CONTROL
-0.427109218527178,C8,CONTROL
-0.0781306608112916,C8,CONTROL
-0.012708392552549,C8,CONTROL
-0.656068690300471,C8,CONTROL
0.56398368085435,C8,CONTROL
-0.133765539225403,C8,CONTROL
-0.542742484284301,C8,CONTROL
-0.0387070597413999,C8,CONTROL
0.149940639698871,C8,CONTROL
-0.261698819841356,C8,CONTROL
0.0901837542751616,C8,CONTROL
0.0313037815488053,C8,CONTROL
-0.484041560696131,C8,CONTROL
-0.444014093869523,C8,CONTROL
0.176625046000182,C8,CONTROL
0.741557615421273,C8,CONTROL
0.0104799062893762,C8,CONTROL
0.351674451964751,C8,CONTROL
-0.148710051759866,C8,CONTROL
0.535940377436581,C8,CONTROL
0.600417556424544,C8,CONTROL
0.503992929950266,C8,CONTROL
0.325066124877136,C8,CONTROL
0.424957106553182,C9,CONTROL
-0.31571771207225,C9,CONTROL
0.108615198347935,C9,CONTROL
0.690356541036801,C9,CONTROL
0.14932404184096,C9,CONTROL
-0.5227588771554,C9,CONTROL
0.367072256151321,C9,CONTROL
-0.372965148077791,C9,CONTROL
-0.560302921126431,C9,CONTROL
-0.327934284592119,C9,CONTROL
0.386813975106399,C9,CONTROL
0.255520782217068,C9,CONTROL
0.127301573865736,C9,CONTROL
0.236300404650027,C9,CONTROL
-0.0841150862674501,C9,CONTROL
-0.225893166448479,C9,CONTROL
-0.552248531378547,C9,CONTROL
-0.407897374425163,C9,CONTROL
-0.409951283362088,C9,CONTROL
0.251856500186431,C9,CONTROL
-0.526709422857661,C9,CONTROL
-0.130273931279457,C9,CONTROL
0.590404227323603,C9,CONTROL
-0.565508391050702,C9,CONTROL
-0.286543392313396,C9,CONTROL
0.255909766620226,C9,CONTROL
-0.110531649353858,C9,CONTROL
-0.215423290840859,C9,CONTROL
-0.408659793521007,C9,CONTROL
-0.0985615236471816,C9,CONTROL
-0.262767084328899,C9,CONTROL
-0.304637073233289,C9,CONTROL
-0.0891150351348104,C9,CONTROL
0.0785049108519795,C9,CONTROL
0.442499621397918,C9,CONTROL
-0.549301337371119,C9,CONTROL
0.687686749679849,C9,CONTROL
-0.0850334636631741,C9,CONTROL
-0.560633121010225,C9,CONTROL
-0.278002521934079,C9,CONTROL
0.0276106704245538,C9,CONTROL
0.134243909301899,C9,CONTROL
0.0222495535220911,C9,CONTROL
-0.256571566234833,C9,CONTROL
-0.401093336605966,C9,CONTROL
-0.465334879888613,C9,CONTROL
0.0782464775042803,C9,CONTROL
0.605395798372778,C9,CONTROL
-0.0121352841113439,C9,CONTROL
0.277672575003553,C9,CONTROL
-0.327019399393179,C9,CONTROL
0.0343296768194267,C9,CONTROL
0.483006328604466,C9,CONTROL
0.391157386349489,C9,CONTROL
0.322748815152759,C9,CONTROL
0.194601724882614,C10,CONTROL
-0.421170265198208,C10,CONTROL
0.154576730270993,C10,CONTROL
0.752460855901482,C10,CONTROL
-0.0327561363184465,C10,CONTROL
-0.59052375458976,C10,CONTROL
0.513551127580859,C10,CONTROL
-0.281697404554789,C10,CONTROL
-0.648545626755741,C10,CONTROL
-0.10492151236462,C10,CONTROL
0.403736165848062,C10,CONTROL
0.294542939590841,C10,CONTROL
-0.0664377841554751,C10,CONTROL
0.164656580135448,C10,CONTROL
-0.0369759588214596,C10,CONTROL
-0.263415191724991,C10,CONTROL
-0.451891061074638,C10,CONTROL
-0.263428937505034,C10,CONTROL
-0.400048740108513,C10,CONTROL
0.26739368100088,C10,CONTROL
-0.60962925148648,C10,CONTROL
0.0506061649973433,C10,CONTROL
0.66304458191253,C10,CONTROL
-0.665323803899547,C10,CONTROL
-0.320001097031535,C10,CONTROL
0.384880327605935,C10,CONTROL
-0.27026135293946,C10,CONTROL
-0.0954900072650425,C10,CONTROL
-0.428373702630898,C10,CONTROL
-0.148721977546349,C10,CONTROL
-0.195905935891761,C10,CONTROL
-0.399049155447912,C10,CONTROL
-0.166555490900479,C10,CONTROL
0.137179922658185,C10,CONTROL
0.131191081140705,C10,CONTROL
-0.622574722256723,C10,CONTROL
0.837163421286882,C10,CONTROL
-0.0647615867369611,C10,CONTROL
-0.641118489529098,C10,CONTROL
-0.0409987939282972,C10,CONTROL
0.229546110170681,C10,CONTROL
0.0398592450120553,C10,CONTROL
0.163591813282087,C10,CONTROL
-0.00444303294359927,C10,CONTROL
-0.463498686540933,C10,CONTROL
-0.585879882287893,C10,CONTROL
0.017279065382631,C10,CONTROL
0.698482824694908,C10,CONTROL
-0.159228755010582,C10,CONTROL
0.226387220576943,C10,CONTROL
-0.480489208811476,C10,CONTROL
0.167825948297524,C10,CONTROL
0.430548146396857,C10,CONTROL
0.411318541357205,C10,CONTROL
0.267605332144578,C10,CONTROL
0.217326265661607,C11,CONTROL
-0.349613599264531,C11,CONTROL
0.235611405194786,C11,CONTROL
0.626644322911992,C11,CONTROL
0.0489590976271205,C11,CONTROL
-0.556295023699705,C11,CONTROL
0.364112825880978,C11,CONTROL
-0.330988249289278,C11,CONTROL
-0.580696794692351,C11,CONTROL
-0.153337593975949,C11,CONTROL
0.455921618567085,C11,CONTROL
0.590116021714038,C11,CONTROL
-0.105247421722915,C11,CONTROL
0.017541738359706,C11,CONTROL
-0.0214936905823807,C11,CONTROL
-0.317388811541419,C11,CONTROL
-0.461550996704087,C11,CONTROL
-0.315583887566096,C11,CONTROL
-0.37477245321633,C11,CONTROL
0.369654776309225,C11,CONTROL
-0.595363763165231,C11,CONTROL
-0.191596634839423,C11,CONTROL
0.652146714014633,C11,CONTROL
-0.646077728188989,C11,CONTROL
-0.291432053909465,C11,CONTROL
0.322033159834697,C11,CONTROL
-0.205445054422955,C11,CONTROL
-0.125595352151473,C11,CONTROL
-0.361320903037267,C11,CONTROL
-0.0985745124511805,C11,CONTROL
-0.236860043261105,C11,CONTROL
-0.506022463680511,C11,CONTROL
-0.24643187407033,C11,CONTROL
-0.0584942623425018,C11,CONTROL
0.321062051497775,C11,CONTROL
-0.618589387577722,C11,CONTROL
0.734013943075886,C11,CONTROL
-0.034423395945453,C11,CONTROL
-0.566869675628965,C11,CONTROL
-0.0731938979333234,C11,CONTROL
0.0123348767802239,C11,CONTROL
0.14436360366383,C11,CONTROL
0.26618808337495,C11,CONTROL
-0.135050018594033,C11,CONTROL
-0.351876123155973,C11,CONTROL
-0.566953679492731,C11,CONTROL
0.100373497013989,C11,CONTROL
0.728547742562208,C11,CONTROL
-0.0855904183703612,C11,CONTROL
0.247756047876687,C11,CONTROL
-0.377529692148843,C11,CONTROL
0.232305231967432,C11,CONTROL
0.438068846883193,C11,CONTROL
0.286024285123761,C11,CONTROL
0.27337842361867,C11,CONTROL
0.28552875964387,C12,CONTROL
-0.45847262068261,C12,CONTROL
0.184971903450684,C12,CONTROL
0.826684853434034,C12,CONTROL
0.0360227546748456,C12,CONTROL
-0.658424278227395,C12,CONTROL
0.601906185613363,C12,CONTROL
-0.345616672210605,C12,CONTROL
-0.70732806707681,C12,CONTROL
-0.138464055065963,C12,CONTROL
0.41774902016856,C12,CONTROL
0.283666998245033,C12,CONTROL
0.0184738903390585,C12,CONTROL
0.254221741592769,C12,CONTROL
-0.0152637442184535,C12,CONTROL
-0.254949935716138,C12,CONTROL
-0.500154183870893,C12,CONTROL
-0.318076752237507,C12,CONTROL
-0.443261359605692,C12,CONTROL
0.243265913676994,C12,CONTROL
-0.648435845968874,C12,CONTROL
0.028464259898125,C12,CONTROL
0.754087431049703,C12,CONTROL
-0.709474962440006,C12,CONTROL
-0.273258549135032,C12,CONTROL
0.41038543646318,C12,CONTROL
-0.243329384858605,C12,CONTROL
-0.139828777479263,C12,CONTROL
-0.485235812513968,C12,CONTROL
-0.0830589495262899,C12,CONTROL
-0.155359784115085,C12,CONTROL
-0.384979091075679,C12,CONTROL
-0.179514877794124,C12,CONTROL
0.0462899943037301,C12,CONTROL
0.258783163252714,C12,CONTROL
-0.67546841363562,C12,CONTROL
0.844807120421366,C12,CONTROL
-0.0840762907544975,C12,CONTROL
-0.650222015116812,C12,CONTROL
-0.106308079905086,C12,CONTROL
0.1201084897388,C12,CONTROL
0.0700060511676981,C12,CONTROL
0.117655305439732,C12,CONTROL
-0.0307304108026341,C12,CONTROL
-0.427253675038526,C12,CONTROL
-0.634583958363928,C12,CONTROL
0.094642048972306,C12,CONTROL
0.749424263425301,C12,CONTROL
-0.10468034664809,C12,CONTROL
0.174202456924669,C12,CONTROL
-0.47287403656233,C12,CONTROL
0.116489980445163,C12,CONTROL
0.532135856913952,C12,CONTROL
0.335438723905929,C12,CONTROL
0.195274748292666,C12,CONTROL
0.450167279086762,C13,CONTROL
-0.254784710449816,C13,CONTROL
0.19425428684684,C13,CONTROL
0.501570638528922,C13,CONTROL
-0.0104612116046647,C13,CONTROL
-0.448418148095863,C13,CONTROL
0.202358767574802,C13,CONTROL
-0.313657517362678,C13,CONTROL
-0.559911172740371,C13,CONTROL
-0.245706893184804,C13,CONTROL
0.435741807196534,C13,CONTROL
0.417300593442763,C13,CONTROL
-0.0438552419117093,C13,CONTROL
0.134688468882353,C13,CONTROL
0.0269752332219594,C13,CONTROL
-0.296997904589611,C13,CONTROL
-0.522075359784654,C13,CONTROL
-0.440499099335602,C13,CONTROL
-0.48734885047889,C13,CONTROL
0.236505882962803,C13,CONTROL
-0.4880726678106,C13,CONTROL
0.0909373346581315,C13,CONTROL
0.717467933653629,C13,CONTROL
-0.595875385651117,C13,CONTROL
-0.405792098002957,C13,CONTROL
0.181226070455466,C13,CONTROL
-0.330261847039606,C13,CONTROL
0.142186110457884,C13,CONTROL
-0.449533967012441,C13,CONTROL
-0.140052392993485,C13,CONTROL
-0.261046873198969,C13,CONTROL
-0.462371930659989,C13,CONTROL
-0.273173718606902,C13,CONTROL
-0.0213225990077882,C13,CONTROL
-0.184178451059545,C13,CONTROL
-0.570307396020107,C13,CONTROL
0.568609086656254,C13,CONTROL
-0.0596447284031508,C13,CONTROL
-0.450240980018811,C13,CONTROL
0.187723541770127,C13,CONTROL
0.319680281267169,C13,CONTROL
0.0294446838104431,C13,CONTROL
0.229905863510396,C13,CONTROL
0.0806273819621525,C13,CONTROL
-0.414913319262651,C13,CONTROL
-0.535198137386607,C13,CONTROL
-0.0905512408359666,C13,CONTROL
0.597148795176819,C13,CONTROL
-0.222902851250648,C13,CONTROL
0.423990006124491,C13,CONTROL
-0.285361106519926,C13,CONTROL
0.244773813432818,C13,CONTROL
0.389352574959803,C13,CONTROL
0.392081255323738,C13,CONTROL
0.28791211194479,C13,CONTROL
0.0562498388123651,U1,UWS
-0.0356752120706007,U1,UWS
0.355306589175341,U1,UWS
0.875550273766133,U1,UWS
0.0618206443911441,U1,UWS
-0.490199937321501,U1,UWS
0.202324859624699,U1,UWS
-0.401051548422175,U1,UWS
-0.483448244731034,U1,UWS
-0.349238998047872,U1,UWS
0.310634912843947,U1,UWS
0.282613282086833,U1,UWS
-0.164645386675368,U1,UWS
-0.0242168947372008,U1,UWS
0.155278686605383,U1,UWS
-0.363929923113934,U1,UWS
-0.238417380598922,U1,UWS
-0.110669358057099,U1,UWS
-0.231500852508452,U1,UWS
0.0819837837384224,U1,UWS
-0.231218239489157,U1,UWS
0.17177283501332,U1,UWS
0.278763074399275,U1,UWS
-0.610689172486474,U1,UWS
-0.222448286015448,U1,UWS
0.0292803912397072,U1,UWS
-0.235998990299824,U1,UWS
0.074656181238081,U1,UWS
-0.257384204227923,U1,UWS
-0.153833153585158,U1,UWS
-0.206567740345058,U1,UWS
-0.357151362712049,U1,UWS
-0.252281466129986,U1,UWS
-0.194812021988126,U1,UWS
0.16779562617144,U1,UWS
-0.541325463590875,U1,UWS
0.512751711056636,U1,UWS
-0.173497875458387,U1,UWS
-0.45341070549201,U1,UWS
-0.183074819368586,U1,UWS
0.157801989814975,U1,UWS
-0.0178131866788059,U1,UWS
0.0665689245429102,U1,UWS
-0.0486484594545692,U1,UWS
-0.337097047519599,U1,UWS
-0.375044239086837,U1,UWS
0.0352767219695728,U1,UWS
0.414743262229334,U1,UWS
-0.0843095962962193,U1,UWS
0.408022680344335,U1,UWS
-0.138177135470803,U1,UWS
0.375501564144236,U1,UWS
0.155774342761982,U1,UWS
0.381756184517666,U1,UWS
0.172357426769383,U1,UWS
0.592122124636221,U3,UWS
0.134985166108646,U3,UWS
0.400080632136172,U3,UWS
0.366645257305044,U3,UWS
-0.0478353431412473,U3,UWS
-0.337440966242613,U3,UWS
-0.146898674970328,U3,UWS
-0.495036384021735,U3,UWS
-0.525037100703046,U3,UWS
-0.33061982397841,U3,UWS
0.62496311610574,U3,UWS
0.251163945007425,U3,UWS
-0.0853597391505187,U3,UWS
0.272769304731459,U3,UWS
0.130867067105234,U3,UWS
-0.528471288702789,U3,UWS
-0.621086101639949,U3,UWS
-0.391189174700752,U3,UWS
-0.558519027344069,U3,UWS
0.30137076968131,U3,UWS
-0.495081568518632,U3,UWS
0.0118799328173981,U3,UWS
0.693628500456524,U3,UWS
-0.697633171403003,U3,UWS
-0.59518460592158,U3,UWS
0.0878650871094763,U3,UWS
-0.422519824016728,U3,UWS
